ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Marginal,Catalog,Contribution_ID
19198,yuhup_yuhu1238,BIPA_u_u0169,ũ,,,,false,lapsyd,yuhup
19199,amahuaca_amah1246,BIPA_a_u0061,a,,,,false,lapsyd,amahuaca
19200,assamese_assa1263,BIPA_a_u0061,a,,,,false,lapsyd,assamese
19201,bawm_bawm1236,BIPA_u_u0075u02D0,uː,,,,false,lapsyd,bawm
19202,savosavo_savo1255,BIPA_p_u0070,p,,,,false,lapsyd,savosavo
19203,hobyot_hote1245,BIPA_d_u00F0,ð,,,,false,lapsyd,hobyot
19204,kohumono_kohu1244,BIPA_i_u0069,i,,,,false,lapsyd,kohumono
19205,aleuteastern_east2533,BIPA_d_u00F0,ð,,,,false,lapsyd,aleuteastern
19206,tausug_taus1251,BIPA_a_u0061,a,,,,false,lapsyd,tausug
19207,quechuacochabamba_sout2991,BIPA_p_u0070,p,,,,false,lapsyd,quechuacochabamba
19208,inga_inga1252,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,inga
19209,yuchi_yuch1247,BIPA_l_u006C,l,,,,false,lapsyd,yuchi
19210,manange_cent1394,BIPA_th_u0288u02B0,ʈʰ,,,,false,lapsyd,manange
19211,nuxalk_bell1243,BIPA_n_u006Eu032A,n̪,,,,false,lapsyd,nuxalk
19212,alabama_alab1237,BIPA_o_u006F,o,,,,false,lapsyd,alabama
19214,bashkir_bash1264,BIPA_r_u0072,r,,,,false,lapsyd,bashkir
19215,guambiano_guam1248,BIPA_w_u0077,w,,,,false,lapsyd,guambiano
19216,lavukaleve_lavu1241,BIPA_s_u0073,s,,,,false,lapsyd,lavukaleve
19217,bulgarian_bulg1262,BIPA_ts_u0074u0073,ts,,,,false,lapsyd,bulgarian
19218,papiamentu_papi1253,BIPA_w_u0077,w,,,,false,lapsyd,papiamentu
19219,mazahuacentral_cent2144,BIPA_ts_u0074u0073,ts,,,,false,lapsyd,mazahuacentral
19220,toratan_rata1244,BIPA_x_u0078,x,,,,false,lapsyd,toratan
19221,karao_kara1487,BIPA_kh_u03C7,χ,,,,false,lapsyd,karao
19222,huambisa_huam1247,BIPA_r_u027E,ɾ,,,,false,lapsyd,huambisa
19223,cuiba_cuib1242,BIPA_s_u0073,s,,,,false,lapsyd,cuiba
19224,nukunu_nugu1241,BIPA_r_u027E,ɾ,,,,false,lapsyd,nukunu
19225,mbabaram_mbab1239,BIPA_o_u0254u02D0,ɔː,,,,false,lapsyd,mbabaram
19226,russian_russ1263,BIPA_g_u0261,ɡ,,,,false,lapsyd,russian
19227,jebero_jebe1250,BIPA_ng_u014B,ŋ,,,,false,lapsyd,jebero
19229,kera_kera1255,BIPA_n_u006E,n,,,,false,lapsyd,kera
19230,yerukala_yeru1240,BIPA_n_u0273,ɳ,,,,false,lapsyd,yerukala
19231,grebo_sout2826,BIPA_d_u0064,d,,,,false,lapsyd,grebo
19232,kekchi_kekc1242,BIPA_ts_u0074u0320u0283u02BC,t̠ʃʼ,,,,false,lapsyd,kekchi
19233,gaahmg_gaam1241,BIPA_j_u025F,ɟ,,,,false,lapsyd,gaahmg
19234,mauwake_mauw1238,BIPA_d_u0064,d,,,,false,lapsyd,mauwake
19235,ama_amas1236,BIPA_j_u006A,j,,,,false,lapsyd,ama
19236,tulu_tulu1258,BIPA_r_u0072,r,,,,false,lapsyd,tulu
19237,sundanese_sund1252,BIPA_b_u0062,b,,,,false,lapsyd,sundanese
19238,lelechad_lele1276,BIPA_p_u0070,p,,,,false,lapsyd,lelechad
19239,darai_dara1250,BIPA_m_u006D,m,,,,false,lapsyd,darai
19241,luiseno_luis1253,BIPA_s_u0282,ʂ,,,,false,lapsyd,luiseno
19242,mandan_mand1446,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,mandan
19243,irishdonegaldialect_done1238,BIPA_ng_u006Eu032Au02E0,n̪ˠ,,,,false,lapsyd,irishdonegaldialect
19244,sheko_shek1245,BIPA_m_u006D,m,,,,false,lapsyd,sheko
19245,bare_bare1276,BIPA_kh_u006Bu02B0,kʰ,,,,false,lapsyd,bare
19246,farsiwestern_west2369,BIPA_g_u0261,ɡ,,,,false,lapsyd,farsiwestern
19247,slovene_slov1268,BIPA_i_u0069,i,,,,false,lapsyd,slovene
19248,tunica_tuni1252,BIPA_b_u0062,b,,,,false,lapsyd,tunica
19250,kurukh_kuru1302,BIPA_a_u00E3,ã,,,,false,lapsyd,kurukh
19251,bisu_bisu1244,BIPA__u0259,ə,,,,false,lapsyd,bisu
19252,diraytata_dira1242,BIPA_f_u0066,f,,,,false,lapsyd,diraytata
19253,ngiyambaa_wang1291,BIPA_m_u006D,m,,,,false,lapsyd,ngiyambaa
19254,tsamakko_tsam1247,BIPA_s_u0073,s,,,,false,lapsyd,tsamakko
19255,assamese_assa1263,BIPA_ph_u0070u02B0,pʰ,,,,false,lapsyd,assamese
19256,kpan_kpan1246,BIPA_a_u00E3,ã,,,,false,lapsyd,kpan
19257,turkish_nucl1301,BIPA_i_u0069,i,,,,false,lapsyd,turkish
19258,santali_sant1410,BIPA_o_u0254u0303,ɔ̃,,,,false,lapsyd,santali
19259,pawaianoyobedialect_pawa1255,BIPA_e_u0065,e,,,,false,lapsyd,pawaianoyobedialect
19260,kolymayukaghir_sout2750,BIPA_m_u006D,m,,,,false,lapsyd,kolymayukaghir
19261,lugbarawestern_lugb1240,BIPA_dz_u0064u007A,dz,,,,false,lapsyd,lugbarawestern
19262,danilowergrandvalley_lowe1415,BIPA_p_u0070,p,,,,false,lapsyd,danilowergrandvalley
19263,lardil_lard1243,BIPA_p_u0070,p,,,,false,lapsyd,lardil
19264,klamath_klam1254,BIPA_k_u006Bu02BC,kʼ,,,,false,lapsyd,klamath
19265,selepet_sele1250,BIPA_o_u006F,o,,,,false,lapsyd,selepet
19266,midobkaargedidialect_kaag1238,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,midobkaargedidialect
19267,hlailauhutbaodingdialect_hlai1239,BIPA_w_u0077,w,,,,false,lapsyd,hlailauhutbaodingdialect
19268,kannada_nucl1305,BIPA_t_u0288,ʈ,,,,false,lapsyd,kannada
19269,sundanese_sund1252,BIPA_i_u0129,ĩ,,,,false,lapsyd,sundanese
19271,polish_poli1260,BIPA_vj_u0076u02B2,vʲ,,,,false,lapsyd,polish
19272,tagalog_taga1270,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,tagalog
19273,welshnorthern_wels1247,BIPA_iu_u0268u0075,ɨu,,,,false,lapsyd,welshnorthern
19274,sundanese_sund1252,BIPA_w_u0077,w,,,,false,lapsyd,sundanese
19275,anguthimri_alng1239,BIPA_t_u0074u032A,t̪,,,,false,lapsyd,anguthimri
19276,tetserret_tets1235,BIPA_r_u0281,ʁ,,,,false,lapsyd,tetserret
19277,bariba_baat1238,BIPA_b_u0062,b,,,,false,lapsyd,bariba
19278,dutch_dutc1256,BIPA_z_u007A,z,,,,false,lapsyd,dutch
19279,adzera_adze1240,BIPA_f_u0066,f,,,,false,lapsyd,adzera
19280,piaroa_piar1243,BIPA_kw_u006Bu02B7,kʷ,,,,false,lapsyd,piaroa
19281,malgbe_malg1250,BIPA_kp_u006Bu0070,kp,,,,false,lapsyd,malgbe
19282,noon_noon1242,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,noon
19285,makah_maka1318,BIPA_kw_u006Bu02B7u02BC,kʷʼ,,,,false,lapsyd,makah
19286,lavukaleve_lavu1241,BIPA_l_u006C,l,,,,false,lapsyd,lavukaleve
19288,tiwanorthern_nort1550,BIPA_xw_u0078u02B7,xʷ,,,,false,lapsyd,tiwanorthern
19289,cuiba_cuib1242,BIPA_w_u0077,w,,,,false,lapsyd,cuiba
19291,tunica_tuni1252,BIPA_m_u006D,m,,,,false,lapsyd,tunica
19292,nimboran_nucl1633,BIPA_t_u0074,t,,,,false,lapsyd,nimboran
19293,tunica_tuni1252,BIPA_p_u0070,p,,,,false,lapsyd,tunica
19294,dhivehi_dhiv1236,BIPA_nd_u0273u0256,ɳɖ,,,,false,lapsyd,dhivehi
19295,hanis_coos1249,BIPA_l_u026C,ɬ,,,,false,lapsyd,hanis
19296,kannada_nucl1305,BIPA_n_u0273,ɳ,,,,false,lapsyd,kannada
19297,awngi_awng1244,BIPA_z_u007A,z,,,,false,lapsyd,awngi
19298,mixtecchalcatongowesternalta_sanm1295,BIPA_u_u0169,ũ,,,,false,lapsyd,mixtecchalcatongowesternalta
19299,nahuatlnorthpuebla_nort2957,BIPA_k_u006B,k,,,,false,lapsyd,nahuatlnorthpuebla
19300,klamath_klam1254,BIPA_j_u006Au0325,j̥,,,,false,lapsyd,klamath
19301,quechuacochabamba_sout2991,BIPA_k_u006B,k,,,,false,lapsyd,quechuacochabamba
19302,kalami_kala1373,BIPA_ph_u0070u02B0,pʰ,,,,false,lapsyd,kalami
19303,khamtakaledialect_taka1261,BIPA_g_u0261,ɡ,,,,false,lapsyd,khamtakaledialect
19304,yakut_yaku1245,BIPA_oe_u0153u02D0,œː,,,,false,lapsyd,yakut
19305,bats_bats1242,BIPA_k_u006Bu02BC,kʼ,,,,false,lapsyd,bats
19306,kurukh_kuru1302,BIPA_n_u006Eu032A,n̪,,,,false,lapsyd,kurukh
19308,yagariamovedialect_yaga1260,BIPA_a_u0061,a,,,,false,lapsyd,yagariamovedialect
19310,bataktoba_bata1289,BIPA_o_u0254,ɔ,,,,false,lapsyd,bataktoba
19311,mofugugur_mofu1248,BIPA_mb_u006Du0062,mb,,,,false,lapsyd,mofugugur
19312,wintu_nucl1651,BIPA_x_u0078,x,,,,false,lapsyd,wintu
19313,sumu_maya1285,BIPA_a_u0061,a,,,,false,lapsyd,sumu
19314,cuiba_cuib1242,BIPA_th_u0074u02B0,tʰ,,,,false,lapsyd,cuiba
19315,lezgian_lezg1247,BIPA_m_u006D,m,,,,false,lapsyd,lezgian
19316,kamang_kama1365,BIPA_a_u0251,ɑ,,,,false,lapsyd,kamang
19317,jingulu_djin1251,BIPA_t_u0288,ʈ,,,,false,lapsyd,jingulu
19318,dutch_dutc1256,BIPA_d_u0064,d,,,,false,lapsyd,dutch
19319,murle_murl1244,BIPA_p_u0070,p,,,,false,lapsyd,murle
19321,southernnambiquara_sout2994,BIPA_ph_u0070u02B0,pʰ,,,,false,lapsyd,southernnambiquara
19323,selepet_sele1250,BIPA_p_u0070,p,,,,false,lapsyd,selepet
19325,caddo_cadd1256,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,caddo
19326,kashmiri_kash1277,BIPA_gj_u0261u02B2,ɡʲ,,,,false,lapsyd,kashmiri
19328,kwaio_kwai1243,BIPA_s_u0073,s,,,,false,lapsyd,kwaio
19329,southernnambiquara_sout2994,BIPA_s_u0073u032Au02BC,s̪ʼ,,,,false,lapsyd,southernnambiquara
19330,cahuilla_cahu1264,BIPA_s_u0073,s,,,,false,lapsyd,cahuilla
19331,irishdonegaldialect_done1238,BIPA_tg_u0074u032Au02E0,t̪ˠ,,,,false,lapsyd,irishdonegaldialect
19332,ik_ikkk1242,BIPA_b_u0253,ɓ,,,,false,lapsyd,ik
19333,mongnjua_hmon1264,BIPA_mph_u006Du0070u02B0,mpʰ,,,,false,lapsyd,mongnjua
19334,tlingit_tlin1245,BIPA_s_u0283,ʃ,,,,false,lapsyd,tlingit
19335,yulu_yulu1243,BIPA_nz_u006Eu032Au007Au032A,n̪z̪,,,,false,lapsyd,yulu
19336,maba_maba1277,BIPA_m_u006D,m,,,,false,lapsyd,maba
19337,selknamcentraldialect_onaa1245,BIPA_p_u0070,p,,,,false,lapsyd,selknamcentraldialect
19338,welshnorthern_wels1247,BIPA_ai_u0061u02D0u0268,aːɨ,,,,false,lapsyd,welshnorthern
19339,guaraniparaguayan_para1311,BIPA_o_u006F,o,,,,false,lapsyd,guaraniparaguayan
19340,chaha_seba1251,BIPA__u0259,ə,,,,false,lapsyd,chaha
19341,nyishi_nyis1236,BIPA_j_u006A,j,,,,false,lapsyd,nyishi
19342,lithuanian_lith1251,BIPA_j_u006A,j,,,,false,lapsyd,lithuanian
19343,bukiyip_buki1249,BIPA_s_u0073,s,,,,false,lapsyd,bukiyip
19344,nakkara_naka1260,BIPA_e_u025B,ɛ,,,,false,lapsyd,nakkara
19345,mandarin_mand1415,BIPA_ng_u014B,ŋ,,,,false,lapsyd,mandarin
19346,miamiillinois_miam1252,BIPA_e_u025Bu02D0,ɛː,,,,false,lapsyd,miamiillinois
19347,hamtai_hamt1247,BIPA_i_u0268,ɨ,,,,false,lapsyd,hamtai
19349,kaliai_lusi1240,BIPA_t_u0074,t,,,,false,lapsyd,kaliai
19350,totonacmisantladialect_yecu1235,BIPA_u_u1E75u02D0,ṵː,,,,false,lapsyd,totonacmisantladialect
19351,hungarian_hung1274,BIPA_u_u0075u02D0,uː,,,,false,lapsyd,hungarian
19352,yuhup_yuhu1238,BIPA__u0294,ʔ,,,,false,lapsyd,yuhup
19353,chuave_chua1250,BIPA_r_u027E,ɾ,,,,false,lapsyd,chuave
19354,seneca_sene1264,BIPA_o_u006F,o,,,,false,lapsyd,seneca
19356,bisu_bisu1244,BIPA_ts_u0074u0073,ts,,,,false,lapsyd,bisu
19357,brahui_brah1256,BIPA_i_u0069u02D0,iː,,,,false,lapsyd,brahui
19358,wolof_nucl1347,BIPA_e_u025Bu02D0,ɛː,,,,false,lapsyd,wolof
19359,japreria_japr1238,BIPA_j_u006A,j,,,,false,lapsyd,japreria
19360,moghol_mogh1245,BIPA_i_u0069,i,,,,false,lapsyd,moghol
19361,huambisa_huam1247,BIPA_t_u0074,t,,,,false,lapsyd,huambisa
19362,madisouthernlokaidialect_loka1255,BIPA_g_u0261,ɡ,,,,false,lapsyd,madisouthernlokaidialect
19363,santali_sant1410,BIPA_u_u0075u0259,uə,,,,false,lapsyd,santali
19364,nyangumarda_nyan1301,BIPA_c_u0063,c,,,,false,lapsyd,nyangumarda
19365,karachaybalkarkarachaydialect_kara1466,BIPA_n_u006E,n,,,,false,lapsyd,karachaybalkarkarachaydialect
19366,yessanmayo_yess1239,BIPA_m_u006D,m,,,,false,lapsyd,yessanmayo
19367,noon_noon1242,BIPA_m_u006D,m,,,,false,lapsyd,noon
19369,lugbarawestern_lugb1240,BIPA_o_u0254,ɔ,,,,false,lapsyd,lugbarawestern
19371,karuk_karo1304,BIPA_e_u0065u02D0,eː,,,,false,lapsyd,karuk
19372,seri_seri1257,BIPA_n_u006Eu032A,n̪,,,,false,lapsyd,seri
19374,kyrgyz_kirg1245,BIPA_f_u0066,f,,,,false,lapsyd,kyrgyz
19375,themne_timn1235,BIPA_w_u0077,w,,,,false,lapsyd,themne
19376,abun_abun1252,BIPA_n_u006E,n,,,,false,lapsyd,abun
19377,fasu_fasu1242,BIPA_i_u0069,i,,,,false,lapsyd,fasu
19378,piaroa_piar1243,BIPA_ts_u0074u0073u02BC,tsʼ,,,,false,lapsyd,piaroa
19379,kanuri_cent2050,BIPA_b_u0062,b,,,,false,lapsyd,kanuri
19380,polish_poli1260,BIPA_j_u006A,j,,,,false,lapsyd,polish
19381,armenianeastern_nucl1235,BIPA_tsh_u0074u0320u0283u02B0,t̠ʃʰ,,,,false,lapsyd,armenianeastern
19383,piaroa_piar1243,BIPA_k_u006Bu02BC,kʼ,,,,false,lapsyd,piaroa
19384,iaai_iaai1238,BIPA_d_u00F0,ð,,,,false,lapsyd,iaai
19386,kwoma_kwom1262,BIPA_mb_u006Du0062,mb,,,,false,lapsyd,kwoma
19387,khamtakaledialect_taka1261,BIPA_j_u006A,j,,,,false,lapsyd,khamtakaledialect
19388,lahu_lahu1253,BIPA_w_u0077,w,,,,false,lapsyd,lahu
19390,tagalog_taga1270,BIPA_e_u0065u02D0,eː,,,,false,lapsyd,tagalog
19391,madacameroun_mada1293,UNK_lz_u026Eu032A,ɮ̪,,,,false,lapsyd,madacameroun
19392,rao_raoo1244,BIPA_j_u006A,j,,,,false,lapsyd,rao
19393,urarina_urar1246,BIPA_m_u006D,m,,,,false,lapsyd,urarina
19394,muniche_muni1258,BIPA_t_u0074u032A,t̪,,,,false,lapsyd,muniche
19395,dyirbal_dyir1250,BIPA_ng_u014B,ŋ,,,,false,lapsyd,dyirbal
19396,kalihna_gali1262,BIPA_j_u006A,j,,,,false,lapsyd,kalihna
19397,bare_bare1276,BIPA_u_u0169,ũ,,,,false,lapsyd,bare
19399,bukiyip_buki1249,BIPA_n_u0272,ɲ,,,,false,lapsyd,bukiyip
19400,hamtai_hamt1247,BIPA_u_u0075,u,,,,false,lapsyd,hamtai
19401,gumuzsouthern_gumu1244,BIPA_m_u006D,m,,,,false,lapsyd,gumuzsouthern
19402,meithei_mani1292,BIPA_ph_u0070u02B0,pʰ,,,,false,lapsyd,meithei
19404,amharic_amha1245,BIPA_tw_u0074u02B7u02BC,tʷʼ,,,,false,lapsyd,amharic
19405,yakut_yaku1245,BIPA_n_u006E,'n',,,,true,lapsyd,yakut
19406,mandan_mand1446,BIPA_i_u0069u02D0,iː,,,,false,lapsyd,mandan
19407,mehrimehreyyetdialect_mehr1241,BIPA_l_u026Cu02E4,ɬˤ,,,,false,lapsyd,mehrimehreyyetdialect
19408,hindi_hind1269,BIPA_v_u028B,ʋ,,,,false,lapsyd,hindi
19409,abun_abun1252,BIPA_mb_u006Du0062,mb,,,,false,lapsyd,abun
19410,songhaykoyrachiinidialect_koyr1240,BIPA_n_u006E,n,,,,false,lapsyd,songhaykoyrachiinidialect
19411,siona_sion1247,BIPA_p_u0070,p,,,,false,lapsyd,siona
19412,nuxalk_bell1243,BIPA_ts_u0074u0073,ts,,,,false,lapsyd,nuxalk
19413,hopi_hopi1249,BIPA_hp_u02B0u0070,ʰp,,,,false,lapsyd,hopi
19414,miamiillinois_miam1252,BIPA_w_u0077,w,,,,false,lapsyd,miamiillinois
19415,tabasaran_taba1259,BIPA_g_u0261,ɡ,,,,false,lapsyd,tabasaran
19417,tsimshiancoast_nucl1649,BIPA_a_u0061u02D0,aː,,,,false,lapsyd,tsimshiancoast
19418,tabasaran_taba1259,BIPA_s_u0283,ʃ,,,,false,lapsyd,tabasaran
19419,beja_beja1238,BIPA_i_u0069,i,,,,false,lapsyd,beja
19420,koiari_gras1249,BIPA_u_u0075,u,,,,false,lapsyd,koiari
19421,mongnjua_hmon1264,BIPA_l_u006C,l,,,,false,lapsyd,mongnjua
19423,bunuba_buna1275,BIPA_a_u0061,a,,,,false,lapsyd,bunuba
19424,hunzib_hunz1247,BIPA_j_u006A,j,,,,false,lapsyd,hunzib
19425,tangaleshongomdialect_nucl1696,BIPA_o_u0254u02D0,ɔː,,,,false,lapsyd,tangaleshongomdialect
19426,lepcha_lepc1244,BIPA_a_u0061,a,,,,false,lapsyd,lepcha
19427,wanshohot_puin1248,BIPA_k_u006B,k,,,,false,lapsyd,wanshohot
19429,ngizim_ngiz1242,BIPA_p_u0070,p,,,,false,lapsyd,ngizim
19430,kyrgyz_kirg1245,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,kyrgyz
19432,beja_beja1238,BIPA_g_u0261,ɡ,,,,false,lapsyd,beja
19434,inga_inga1252,BIPA_s_u0073u032A,s̪,,,,false,lapsyd,inga
19435,shasta_shas1239,BIPA_k_u006Bu02BC,kʼ,,,,false,lapsyd,shasta
19436,vietnamese_viet1252,BIPA_v_u0076,v,,,,false,lapsyd,vietnamese
19437,kanakuru_dera1248,BIPA_w_u0270,ɰ,,,,false,lapsyd,kanakuru
19439,wichita_wich1260,BIPA__u0294,ʔ,,,,false,lapsyd,wichita
19440,caddo_cadd1256,BIPA_h_u0068,h,,,,false,lapsyd,caddo
19442,nara_nara1262,BIPA_m_u006D,m,,,,false,lapsyd,nara
19443,xavante_xava1240,BIPA_d_u0064,d,,,,false,lapsyd,xavante
19444,tehuelche_tehu1242,BIPA_t_u0074u032Au02BC,t̪ʼ,,,,false,lapsyd,tehuelche
19446,lenakel_lena1238,BIPA_i_u0268,ɨ,,,,false,lapsyd,lenakel
19447,silti_silt1240,BIPA_ts_u0074u0320u0283u02BC,t̠ʃʼ,,,,false,lapsyd,silti
19448,sapuan_sapu1248,BIPA_i_u012D,ĭ,,,,false,lapsyd,sapuan
19449,murrinhpatha_murr1258,BIPA_j_u006A,j,,,,false,lapsyd,murrinhpatha
19450,kohumono_kohu1244,BIPA_j_u006A,j,,,,false,lapsyd,kohumono
19451,movima_movi1243,BIPA_o_u006Fu02D0,oː,,,,false,lapsyd,movima
19452,yurok_yuro1248,BIPA_n_u006E,n,,,,false,lapsyd,yurok
19453,southeasternpomo_sout2982,BIPA_t_u0074u032A,t̪,,,,false,lapsyd,southeasternpomo
19454,kuukthaayorre_thay1249,BIPA_i_u0069,i,,,,false,lapsyd,kuukthaayorre
19455,miskitu_misk1235,BIPA_h_u0068,h,,,,false,lapsyd,miskitu
19456,adzera_adze1240,BIPA_u_u0075,u,,,,false,lapsyd,adzera
19457,achumawi_achu1247,BIPA_j_u006Au0330,j̰,,,,false,lapsyd,achumawi
19458,paakantyisouthern_darl1243,BIPA_r_u0072,r,,,,false,lapsyd,paakantyisouthern
19459,yanyuwa_yany1243,BIPA_t_u0074u0320,t̠,,,,false,lapsyd,yanyuwa
19460,irishdonegaldialect_done1238,BIPA_bj_u0062u02B2,bʲ,,,,false,lapsyd,irishdonegaldialect
19461,thaistandard_thai1261,BIPA_u_u0264,ɤ,,,,false,lapsyd,thaistandard
19462,azande_zand1248,BIPA_s_u0073,s,,,,false,lapsyd,azande
19463,farsiwestern_west2369,BIPA_s_u0283,ʃ,,,,false,lapsyd,farsiwestern
19464,hausa_haus1257,BIPA_kj_u006Bu02B2,kʲ,,,,false,lapsyd,hausa
19465,lakotateton_lako1247,BIPA_ph_u0070u02B0,pʰ,,,,false,lapsyd,lakotateton
19466,qawasqar_qawa1238,BIPA_p_u0070u02BC,pʼ,,,,false,lapsyd,qawasqar
19467,catalaneastern_cata1289,BIPA_b_u0062,b,,,,false,lapsyd,catalaneastern
19468,hausa_haus1257,BIPA_i_u0069u02D0,iː,,,,false,lapsyd,hausa
19469,navajo_nava1243,BIPA_tl_u0074u026C,tɬ,,,,false,lapsyd,navajo
19470,tampulma_tamp1252,BIPA_i_u0069u02D0,iː,,,,false,lapsyd,tampulma
19471,bagirmi_bagi1246,BIPA_d_u0064u032A,d̪,,,,false,lapsyd,bagirmi
19474,krongo_kron1241,BIPA_e_u0065,e,,,,false,lapsyd,krongo
19475,yidiny_yidi1250,BIPA_r_u0072,r,,,,false,lapsyd,yidiny
19476,nhanda_nhan1238,BIPA_m_u006D,m,,,,false,lapsyd,nhanda
19478,wardaman_ward1246,BIPA_t_u0074u0320,t̠,,,,false,lapsyd,wardaman
19479,santali_sant1410,BIPA_ea_u0065u0061,ea,,,,false,lapsyd,santali
19480,cuitlatec_cuit1236,BIPA_l_u006Cu032A,l̪,,,,false,lapsyd,cuitlatec
19481,yulu_yulu1243,BIPA_b_u0062,b,,,,false,lapsyd,yulu
19482,westernkeres_west2632,BIPA_ts_u0074u0320u0283u02BC,t̠ʃʼ,,,,false,lapsyd,westernkeres
19483,noon_noon1242,BIPA_a_u0061,a,,,,false,lapsyd,noon
19484,paumari_paum1247,BIPA_a_u0250,ɐ,,,,false,lapsyd,paumari
19485,purepecha_pure1242,BIPA_s_u0283,ʃ,,,,false,lapsyd,purepecha
19487,tabawaikyondialect_east2440,BIPA_b_u0062,b,,,,false,lapsyd,tabawaikyondialect
19488,koasati_koas1236,BIPA_a_u00E3u02D0,ãː,,,,false,lapsyd,koasati
19489,hausa_haus1257,BIPA_d_u0257,ɗ,,,,false,lapsyd,hausa
19491,slaveharedialectnorth_nort2942,BIPA_l_u006C,l,,,,false,lapsyd,slaveharedialectnorth
19492,usan_usan1239,BIPA_e_u0065,e,,,,false,lapsyd,usan
19493,gojri_gnau1240,BIPA_i_u026A,ɪ,,,,false,lapsyd,gojri
19494,ghomaraberber_ghom1257,BIPA_h_u0127,ħ,,,,false,lapsyd,ghomaraberber
19495,songhaykoyrachiinidialect_koyr1240,BIPA_i_u0069,i,,,,false,lapsyd,songhaykoyrachiinidialect
19496,aymaracentral_cent2142,BIPA_n_u006Eu032A,n̪,,,,false,lapsyd,aymaracentral
19497,mixtecchalcatongowesternalta_sanm1295,BIPA_s_u0283,ʃ,,,,false,lapsyd,mixtecchalcatongowesternalta
19498,yoruba_yoru1245,BIPA_a_u0061,a,,,,false,lapsyd,yoruba
19499,awngi_awng1244,BIPA_l_u006C,l,,,,false,lapsyd,awngi
19500,selkuptaznortherndialect_selk1253,BIPA_t_u0074u032A,t̪,,,,false,lapsyd,selkuptaznortherndialect
19501,indonesian_indo1316,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,indonesian
19502,maithili_mait1250,BIPA_th_u0074u032Au02B0,t̪ʰ,,,,false,lapsyd,maithili
19504,nahuatlnorthpuebla_nort2957,BIPA_ts_u0074u0073,ts,,,,false,lapsyd,nahuatlnorthpuebla
19505,bashkir_bash1264,BIPA__u0259,ə,,,,false,lapsyd,bashkir
19507,sindhi_sind1272,BIPA_ts_u0074u0320u0283,t̠ʃ,,,,false,lapsyd,sindhi
19508,kpan_kpan1246,BIPA_kp_u006Bu0070,kp,,,,false,lapsyd,kpan
19509,mutsun_sout2986,BIPA_u_u0075,u,,,,false,lapsyd,mutsun
19510,songhaykoyrachiinidialect_koyr1240,BIPA_s_u0073,s,,,,false,lapsyd,songhaykoyrachiinidialect
19511,selknamcentraldialect_onaa1245,BIPA_a_u0250,ɐ,,,,false,lapsyd,selknamcentraldialect
19512,kohumono_kohu1244,BIPA_i_u026A,ɪ,,,,false,lapsyd,kohumono
19513,havu_sabu1255,BIPA_b_u0253,ɓ,,,,false,lapsyd,havu
19514,abipon_abip1241,BIPA_a_u0061u02D0,aː,,,,false,lapsyd,abipon
19515,abkhaz_abkh1244,BIPA_dz_u0064u007A,dz,,,,false,lapsyd,abkhaz
19516,nezperce_nezp1238,BIPA_u_u0075,u,,,,false,lapsyd,nezperce
19517,tsimshiancoast_nucl1649,BIPA_ts_u0074u0073u02BC,tsʼ,,,,false,lapsyd,tsimshiancoast
19518,yelidnye_yele1255,BIPA_u_u0169,ũ,,,,false,lapsyd,yelidnye
19519,nobiin_nobi1240,BIPA_w_u0077,w,,,,false,lapsyd,nobiin
19520,lahu_lahu1253,BIPA_s_u0283,ʃ,,,,false,lapsyd,lahu
19521,trumai_trum1247,BIPA_s_u0073u032A,s̪,,,,false,lapsyd,trumai
19522,dardajudaju_dard1243,BIPA_m_u006D,m,,,,false,lapsyd,dardajudaju
19523,pacoh_paco1243,BIPA_kh_u006Bu02B0,kʰ,,,,false,lapsyd,pacoh
19524,chimila_chim1309,BIPA_nd_u006Eu032Au0064u032A,n̪d̪,,,,false,lapsyd,chimila
19525,mehrimehreyyetdialect_mehr1241,BIPA_j_u006A,j,,,,false,lapsyd,mehrimehreyyetdialect
19526,gunin_kwin1241,BIPA_k_u006B,k,,,,false,lapsyd,gunin
19528,salibacolombia_sali1298,BIPA_n_u006E,n,,,,false,lapsyd,salibacolombia
19529,hatamtinamdialect_tina1247,BIPA_b_u0062,b,,,,false,lapsyd,hatamtinamdialect
19530,drehu_dehu1237,BIPA_d_u00F0,ð,,,,false,lapsyd,drehu
19531,alamblak_alam1246,BIPA_t_u0074,t,,,,false,lapsyd,alamblak
19532,juma_juma1249,BIPA_k_u006B,k,,,,false,lapsyd,juma
19533,klamath_klam1254,BIPA_t_u0074,t,,,,false,lapsyd,klamath
19534,beja_beja1238,BIPA_w_u0077,w,,,,false,lapsyd,beja
19535,miamiillinois_miam1252,BIPA_a_u0061u02D0,aː,,,,false,lapsyd,miamiillinois
